20,ยุคอวกาศเริ่มต้นขึ้นเมื่อใด, เมื่อสหภาพโซเวียตส่งมนุษย์คนแรกสู่อวกาศ, เมื่อสหรัฐอเมริกาทดลองจรวดขับดันเป็นครั้งแรก, เมื่อสหภาพโซเวียดส่งดาวเทียมดวงแรกขึ้นสู่วงโคจรรอบโลก, เมื่อสหรัฐอเมริกาส่งยานอะพอลโลลงดวงจันทร์สำเร็จ,3, ยุคอวกาศเริ่มตั้งแต่สหภาพโซเวียตส่งดาวเทียมชื่อสปุตนิก 1 ขึ้นสู่อวกาศเป็นชาติแรก
21,ข้อใดไม่จัดเป็นการขับถ่ายของเสีย, การขับเหงื่อที่ผิวหนังของมนุษย์, การอ้าปากและหายใจแรงๆ ของสุนัข, การกรองที่บริเวณไต, การอาเจียรอย่างแรง,2, การอ้าปากหายใจแรงๆ ของสุนัขเป็นการระบายความร้อน ไม่ใช่การขับถ่ายของเสีย
22,ตับอ่อนช่วยในการย่อยอาหารอย่างไร, ช่วยสร้างน้ำย่อยอาหารประเภทโปรตีน, ช่วยสร้างน้ำย่อยอาหารประเภทไขมัน, ช่วยสร้างน้ำดีส่งไปเก็บที่ถุงน้ำดี, ช่วยบดอาหารให้มีขนาดเล็กลง,1, ตับจะช่วยสร้างน้ำย่อยโปรตีนที่ลำไส้เล็ก ไม่อยู่ในระบบทางเดินอาหาร
23,สารชนิดใดเป็นองค์ประกอบที่สำคัญของเม็ดเลือดแดง, กรดอะมิโนและธาตุไอโอดีน, ฮีโมโกลบินและธาตุเหล็ก, คลอโรฟิลล์และธาตุเหล็ก, ยูเรียและธาตุแคลเซียม,2, เพราะธาตุเหล็กเป็นองค์ประกอบของฮีโมโกลบินซึ่งเป็นองค์ประกอบสำคัญของเม็ดเลือดแดง
24,ผงชูรสเกี่ยวกับสิ่งใดต่อไปนี้มากที่สุด, โซดาไฟ, กรดเกลือ, โนโนโซเดียมกลูตาเมต, โซเดียมคลอไรด์,3, โมโนโซเดียมกลูตาเมต
25,สัตว์ในข้อใดต่อไปนี้ที่ออกลูกเป็นตัวทุกชนิด, ปลาทะเล  ปลาน้ำจืด, วาฬ  โลมา, กบ  งู  จิ้งจก, หมึกกล้วย  หมึกยักษ์,2, วาฬ โลมา เป็นสัตว์เลี้ยงลูกด้วยนม ข้ออื่นออกลูกเป็นไข่
26,สิ่งมีชีวิตในข้อใดจัดเป็นผู้ย่อยสยายอินทรียสารในธรรมชาติ, แบคทีเรียนและรา, ไวรัสและรา, พืชไร้ดอกและสาหร่าย, พืชมีดอกและแบคทีเรีย,1, แบคทีเรียและราจัดเป็นผุ้ย่อยในธรรมชาติ
27,สารชนิดใดเกิดจากการหมักมูลสัตว์, ก๊าซมีเทน, ก๊าซออกซิเจน, ก๊าซไฮโดรเจน, ก๊าซแอลพีจี,1, ก๊าซมีเทนเป็นก๊าซที่ได้จากมูลสัตว์ เป็นก๊าซที่ติดไฟได้
28,กรดน้ำส้มเข้มข้นผสมกับน้ำ มีความเข้มข้นไม่ต่ำกว่า 4% เรียกว่าอะไร, น้ำส้มสายชูปลอม, น้ำส้มสายชูเทียม, น้ำส้มสายชูกลั่น, น้ำส้มสายชูหมัก,2, น้ำส้มสายชูเทียม
29,ข้อใดต่อไปนี้เป็นฉนวนไฟ้ฟ้าทั้งคู่, พลาสติกและตะกั่ว, ยางและแก้ว, น้ำและทองแดง, สังกะสีและผ้า,2, ยางและแก้ว
30,สุริยุปราคาเป็นปรากฏการณ์ทีเกิดจากการเรียงตัวของสิ่งใดต่อไปนี้ ตามลำดับ, ดวงอาทิตย์ ดวงจันทร์ โลก, ดวงอาทิตย์  โลก  ดวงจันทร์, ดวงอาทิตย์ โลก  ดาวศุกร์, ดวงอาทิตย์ ดาวเหนือ  โลก,1, ดวงอาทิตย์ ดวงจันทร์ โลก
31,ความเร็วที่จรวดขับดันต้องทำให้ได้เพื่ออกจากชั้นบรรยากาศโลก เรียกว่าอะไร, ความเร็วต้น,2 ความเร็วโครง, ความเร็วหลุดพ้น, ความเร็ววิถีโค้ง,3, ความเร็วหลุดพ้น
32,ข้อใดจัดเป็นวงจรไฟฟ้าเปิด, การต่อขั้วบวกและขั้วลบที่หลอดไฟ, การยกสะพานไฟขึ้น, การเปิดสวิตช์ไฟฟ้า, การถอดปลั๊กเครื่องรับโทรทัศน์,4, ถอดปลั๊กทำให้ไม้มีกระแสไฟฟ้าไหลในวงจร จึงเป็นวงจรไฟฟ้าเปิด
33,การต่อสายดินที่เครื่องใช้ไฟฟ้ามีประโยชน์อย่างไร, ช่วยป้องกันไฟฟ้ารั่ว, ช่วยให้เสียค่าไฟน้อยลง, ช่วยป้องกันฟ้าผ่าจากหลังคาบ้าน, ช่วยเพิ่มประสิทธิภาพเครื่องใช้ไฟฟ้า,1, ช่วยป้องกันไฟฟ้ารั่ว
34,สารเคมีในข้อใดต่อไปนี้แตกต่างจกาข้ออื่นมากที่สุด,  น้ำมะนาว น้ำส้มสายชู, กรดเกลือ กรดกำมะถัน, ปูนขาว โซดาไฟ, จุนสี  บอแรกซ์,1, น้ำมะนาวและน้ำส้มสายชูได้จากธรรมชาติ ส่วนสารตัวอื่นเป็นสารสังเคราะห์
35,แมลงปอมีรูปแบบการเจริญเติบโตคล้ายกับสัตว์ชนิดใด, แมลงวัน, ยุง, ตั๊กแตน, ด้วง,3, เพราะแมลงปอและตั๊กแตนมีการเปลี่ยนแปลงรูปร่างได้ 3 ขั้นเรียกว่า เมตามอร์โฟซิส
36,นักเรียนสามารถใช้วิธีใดเพื่อเพิ่มช่วงการเคลื่อนที่, วิ่งถอยหลัง, ก้มหัวแล้วพุ่งตัว, วิ่งสลับฟันปลา, กระโดดแล้วยืดขาหลังออก,2, ก้มหัวแล้วพุ่งตัว
37,ข้อใดไม่ใช่ชื่อกระสวยอวกาศ, แอตแลนติก, แชลเลนเจอร์, โคลัมเบีย, เซอร์เวเยอร์,4, เพราะเซอร์เวเยอร์เป็นชื่อยานอวกาศ
38,เกล็ดปลาสามารถให้ข้อมูลเกี่ยวกับสิ่งใดได้, ช่วยบอกชนิดของปลา, ช่วยบอกขนาดของปลา, ช่วยบอกอายุการเจริญเติบโตของปลา, ช่วยบอกเพศของปลา,3, ช่วยบอกอายุการเจริญเติบโตของปลา
39,ข้อใดจัดเป็นสัตว์เคี้ยวเอื้องทุกชนิด, แมลง ปู กุ้ง, กระรอก ค้างคาว หนู, เป็ด ไก่ ห่าน, โค กระบือ ควายป่า,4, สัตว์เคี้ยวเอื้องเป็นสัตว์กินพืช
40,สัตว์ในข้อใดต่อไปนี้ออกลูกเป็นไข่ทั้งหมด, ลิง ม้า ตุ่นปากเป็ด, เต่า จระเข้ ปลา, นก กระต่าย ค้างคาว,  ชะนี เสือ คางคก,2, เต่า จระเข้ ปลา
41,ไฟชอร์ตมีความสัมพันธ์กับสิ่งใดต่อไปนึ้น้อยที่สุดด, การรั่วของไฟฟ้า, การที่สายไฟมาสัมผัสกัน, การลัดวงจร, การเลือกใช้สายไฟที่ฉนวนหุ้มหนา,4, การเลือกใช้สายไฟที่มีฉนวนหุ้มหนาจะช่วยป้องกันไฟชอรต์ได้
42,สารในข้อใดต่อไปนี้ไม่สามารถนำไฟฟ้าได้, สารละลายของเกลือ, สารละลายของเบส, สารละลายของกรด, ไม่มีข้อใดถูกต้อง,4, เพราะสารละลายกรด เบส เกลือ สามารถนำไฟฟ้าได้หมด
43,ผู้ช่อยสลายอินทรียสารมีบทบาทสำคัญอย่างไรในธรรมชาติ, เปลี่ยนอินทรียสารเป็นอนินทรียสาร, เปลี่ยนอนินทรียสารเป็นอินทรียสาร, เปลี่ยนก๊าซออกซิเจนเป็นคาร์บอนไดออกไซด์, เปลี่ยนก๊าซคาร์บอนไดออกไซต์เป็นก๊าซไนโตรเจน,1, เปลี่ยนอินทรีสารเป็นอนินทรียสาร
44,การระเหิดตรงกับการเปลี่ยนแปลงของสารตามข้อใด, ก๊าซ -- >ของเหลว, ของเหลว --> ของแข็ง, ของแข็ง -->  ก๊าซ, ก๊าซ  -->ของแข็ง,3, ของแข็ง-->ก๊าซ
45,ข้อใดไม่ใช่ผลที่เกิดจากความกระด้างของน้ำ, หินงอกหินย้อยในถ้ำ, ตะกรันในกาต้มน้ำ, การใช้ผงซักฟอกเปลืองในการซักผ้า, กาต้มน้ำไม่เดือด,4," เพราะสารที่ทำให้น้ำกระด้างคือพวกเกลือคาร์บอเนต เป็นส่วนที่ทำให้เกิดหินงอกหินย้อย
ทำให้เกิดตะกรัน สบู่ไม่เกิดฟอง ส่วนการต้มน้ำให้เดือดไม่เกี่ยวกับการกระด้างของน้ำ"
46,ในน้ำลายจะพบน้ำย่อยอาหารประเภทใด, โปรตีน, คาร์โบไฮเดรต, ไขมัน, วิตามิน,2, เพราะในน้ำลายจะมีเอนไซม์อะไมเลสที่ช่วยย่อยคาร์โบไฮเดรต
47,ข้อใดต่อไปนี้มีความสัมพันธ์ในกลุ่มมากที่สุด, น้ำดี ไขมัน ตับ, น้ำดี โปรตีน ตับอ่อน, กรดเกลือ น้ำดี กระเพาะอาหาร, กรดเกลือ ไขมัน ลำไส้เล็ก,1," ในการย่อยไขมัน ตับจะสร้างน้ำดีเก็บไว้ที่ถุงน้ำดีก่อนส่งไปที่ลำไส้เล็กเพื่อช่วยย่อยโมเลกุล
ของไขมันให้แตกตัวเล็กลง"
48,สารในข้อใดต่อไปนี้มีความสัมพันธ์กันมากที่สุด, น้ำลาย น้ำดี, น้ำยาล้างห้องน้ำ  เบส, ผงชูรสปลอม  บอแรกซ์, โซดาไฟ  กรด,3, ผงชูรสปลอม บอแรกซ์
49,แรงดันหรือความต่างศักย์ไฟฟ้ามีหน่วยเป็นอะไร, วัตต์, โวลต์, เซนติเกรด, โอห์ม,2, แรงดัน ความต่างศักย์หรือแรงเคลื่อนไฟฟ้า มีหน่วยเป็นโวลต์
50,ข้อใดกล่าวถูกต้องเกี่ยวกับไฟฟ้าที่บ้านนักเรียน, ไฟฟ้ากระแสตรง  110 โวลต์, ไฟฟ้ากระแสตรง 220 โวลต์, ไฟฟ้ากระแสสลับ  110  โวลต์, ไฟฟ้ากระแสสลับ  220 โวลต์,4, ไฟฟ้าที่ใช้ตามบ้านเป็นกระแสสลับ จะมีแรงเคลื่อนไฟฟ้า 220 โวลต์
51,"ดินมีความสำคัญต่อพืชในด้านใดบ้าง
ก.ให้พลังงานแก่พืช      ข.ให้น้ำและอากาศแก่พืช    ค.เป็นแหล่งอาหารของพืช
ง. เป็นแหล่งให้ลากพืชยึดไว้ เพื่อให้ลำต้นตั้งตรง", ข. และ ง.,ก. ข. และ ค., ข. ค. และ ง., ก. ข. ค. และ ง.,4, เพราะเป็นแหล่งพลังงาน แหล่งรับอาหารน้ำ แหล่งอาหาร เป็นที่ที่ยึดลำต้น
52,การกระทำในข้อใดเป็นการป้องกันดินเสื่อมสภาพ, ให้ชาวเขาปลูกไร่เลื่อนลอย, ซื้อปุ๋ยอนินทรีย์มาใส่ดินที่ใช้ปลูกพืช, ให้ชาวนาปลูกพืชแบบขั้นบันได, ให้ชาวสวนปลูกพืชชนิดเดียวซ้ำๆ กันในพื้นที่เดิม,3, ให้ชาวนาปลูกพืชแบบขั้นบันได
53,"จงเรียงลำดับห่วงโซ่อาหารจากสิ่งที่กำหนดให้ต่อไปนี้จากผู้ผลิตไปถึงผู้บริโภคขั้นสุดท้าย
ก. ใบน้อยหน่า    ข.คน       ค.ไก่แจ้       ง.หนอน", ก.-->  ข. --> ค. --> ง.,  ก. -->  ค. -->  ง. -->  ข., ก. -->  ง. -->  ค.  -->  ข., ก. -->  ง. -->   ข. -->  ค.,3,ตอบ  3.  ใบน้อยหน่า -- >  หนอน -->ไก่แจ้ -->คน
54,"นักธรณีวิทยาค้นพบกระดูกไดโนเสาร์และซากหอยโบราณที่เรียกว่าฟอสซิลในหิน
น่าจะสันนิษฐานได้ว่าหินบริเวณนั้นเป็นหินประเภทใด", หินปูน, หินชนวน, หินแกรนิต, หินบะซอลต์,1, ซากฟอสชิลจะพบได้ในหินชั้นเท่านั้น ดังนั้นหินปูนเป็นหินชั้นชนิดหนึ่ง
55,"ถ้าแบ่งพื้นโลกออกเป็นภาคต่างๆ เป็น 4 ภาค ""ไอน้ำ"" จัดได้ว่าเป็นสิ่งที่ควรอยู่ในภาคใด", ชีวภาค, ธรณีภาค, อุทกภาค, อากาศภาค,4, เพราะไอน้ำมีสถานะเป็นก๊าซ
56,การเคลื่อนที่ของวความร้อนที่เกิดขึ้น พาหะของเหลวและก๊าซได้แก่ข้อใด, การพาความร้อน, การนำความร้อน,การแผ่รังสีความร้อน, ถูกทุกข้อ,1," การพาความร้อนจะเกิดขึ้นกับของเหลวเท่านั้น เนื่องจากโมเลกุลของของเหลวจะเคลื่อนที่
พาความร้อนไปด้วย"
57,หินหนืดที่ภูเขาไฟพ่นออกมามีชื่อเรียกว่าอย่างไร, ลาวา, แมกมา, เถ้าภูเขาไฟ, กรวดภูเขาไฟ,1, ลาวา
58,เสียงที่มีความถี่สูงมาก จะเกิดเป็นเสียงในข้อใด, เสียงดัง, เสียงค่อย, เสียงแหลม, เสียงทุ้ม,3, เสียงแหลม
59,บริเวณที่มีอุณหภูมิสูงและมีไอน้ำมากจะมีลักษณะความกดอากาศเป็นอย่างไร, ความกดอากาศสูง, ความกดอากาศต่ำ, ความกดอากาศสม่ำเสมอ, ความกดอากาศแปรปรวน,2," บริเวณที่มีอุณหภูมิส฿งอากาศจะน้อย ทำให้ไอน้ำจะลงมาแทนที่ จะทำให้มีความกดอากาศต่ำ
ดังนั้นอุณหภูมิจะสูง"
60,การทำงานของเครื่องมือต่อไปนี้ ข้อใดที่เป็นประโยชน์จากแรงดันอากาศทั้งหมด, บอลลูน เรือกลไฟ, เครื่องบิน กาลักน้ำ, เครื่องสูบลม ตู้อบสมุนไพร, เข็มฉีดยา กังหันหมุนเครื่องจักร,2, เครื่องบิน กาลักน้ำ
61,ไฟฟ้าจัดเป็นพลังงานเพราะอะไร, เพราะจับต้องได้แต่ไม่มีน้ำหนัก, เพราะไม่มีตัวตนแต่ทำงานได้, เพราะมีมวลแต่ไม่มีน้ำหนัก, เพราะมีน้ำหนักแต่ไม่ต้องการที่อยู่,2, นิยามของพลังงานคือไม่มีตัวตนแต่มีความสามารถทำงานได้ สัมผัสไม่ได้
62,กระแสไฟฟ้าตามบ้านจะไหลเป็นปกติเมื่อวงจรมีลักษณะอย่างไร, วงจรปิด, วงจรเปิด, วงจรสั้น, วงจรลัด,1, เป็นวงจรปิด
63,ข้อใดเป็นความจริงเกี่ยวกับดาวตก, ดาวตกเกิดขึ้นตอนกลางคืน, ดาวตกเป็นสะเก็ดของดวงจันทร์, ดาวตกเป็นก้อนดินที่ตกลงมายังพื้นโลก," ดาวตกเป็นชิ้นส่วนของดาวหางที่หลุดเข้ามาในบรรยากาศ
ของโลกแล้วเกิดเสียดสีกับบรรยากาศของโลก",4," ดาวตกเป็นชิ้นส่วนของดาวหางที่หลุดเข้ามาในบรรยากาศของโลกแล้วเกิดเสียดสีกับบรรยากาศ
ของโลก"
64,"ทหารออกลาดตระเวนในเวลากลางคืนแล้วเกิดหลงทาง ทหารสามารถหาทางเพื่อกลับมายัง
ชายฝั่งได้โดยดูจากดาวเหนือซึ่งพบได้ในกลุ่มดาวข้อใด", ดาวลูกไก่, ดาวไถ่, ดาวสิงโต, ดาวจระเข้,4, ดาวจระเข้
65,"หลังจากที่เรารับประทานอาหารเข้าไปในร่างกายแล้ว เมื่อมีการย่อยอาหาร อวัยวะส่วนใด
ที่มีการดูดซึมได้ดี", กระเพาะอาหาร, ลำไส้ใหญ่, ไต, ลำไส้เล็ก,4, ลำไส้เล็กเป็นอวัยวะที่มีการดูดซึมสารอาหารในลำดับสุดท้ายของการย่อยอาหาร
66,"พืชในข้อใดมีลักษณะคล้ายต้นไม้เล็กๆ ชอบขึ้นในที่ชื้นๆ เมื่ออยู่กันหนาแน่นจะมีลักษณะเหมือน
พรมสีเขียวสวยงามมาก", เฟิร์น, มอส, ไลเคน, สาหร่ายสีเขียว,2, มอสจักเป็นพืชชั้นต่ำที่มีหลายเซลล์ ขึ้นตามที่ชื้น
67,สารละลายที่ใช้ทดสอบแป้งในใบไม้คือข้อใด, สารละลายไนเตรต, สารละลายไอโอดีน, สารละลายเจนเชียนไวโอเลต, สารละลายเบเนดิกต์,2, สารละลายไอโอดีนใช้ทดสอบแป้งในใบพืช
68,ส่วนใดของดอกที่โดยปกติแล้วจะเจริญไปเป็นผล, ไข่อ่อน,เกสรตัวเมีย,รังไข่, ฐานรองดอก,3, รังไข่เจริญไปเป็นผล
69,ผลในข้อใดจัดเป็นผลเทียมทั้งหมด, ชมพู่ แอปเปิล, เงาะ ลำไย, มะม่วงหิมพานต์ ทุเรียน, ขนุน ลิ้นจี่,1, ชมพู่ แอปเปิล จัดเป็นผลเทียมที่เจริญมาจากฐานรองดอก
70,สิ่งที่มีชีวิตบุกเบิกพวกแรกที่เปลี่ยนหินไปเป็นดินคือพวกใด, มอสและเฟิร์น, เฟิร์นและหญ้า, หญ้าและพุ่มไม้, ราและสาหร่ายที่อยู่ร่วมกัน,4," สิ่งมีชีวิตบุกเบิกพวกแรกที่เข้าไปเจริญเติบโตตามก้อนหินที่ว่างเปล่า ได้แก่ พวกครัสโตสไลเคน
(ไลเคน คือ ราและสาหร่ายที่อาศัยอยู่ร่วมกัน) ซึ่งจะช่วยทำให้หินผุพังกลายเป็นดิน"
71,จิ้งจกกับคางคกต่างกันมากที่สุด ดังข้อใด, การฟักไข่, การออกไข่, การปฏิสนธิ, การเลี้ยงตัวอ่อน,2," ไข่ของจิ้งจกมีจำนวนน้อยและมีเปลือกแข็ง ส่วนไข่ของคางคกมีจำนวนมาก แต่มีขนาดเล็ก
มีเปลือกและวุ้นหุ้มไว้"
72,สัตว์ชนิดใดมีระยะเวลาในการอุ้มท้องยาวนานที่สุด, สุนัข, แมว, สุกร, หนู,3, สุกรตั้งท้องนานประมาณ 114 วัน สุนัข 63 วัน แมว 56 วัน หนู 21 วัน
73,ข้อใดไม่ใช่การปรับตัวของสิ่งแวดล้อม, ผีเสื้อมีลายเหมือนดอกไม้, หมีขั้วโลกมีขนสีขาวเหมือนหิมะ, สมศักดิ์มีตาสีน้ำตาลเหมือนพ่อ,ตั๊กแตนมีสีเขียวเหมือนใบไม้,3," สมศักดิ์มีตาสีน้ำตาลเหมือนพ่อ เป็นการถ่ายทอดลักษณะทางพันธุกรรม ไม่ใช่การปรับตัว
เข้ากับสิ่งแวดล้อม"
74,ดินลูกรังที่เป็นถนนหนทางเข้าหมู่บ้านซึ่งมีสีแดง เกิดมาจากการผุกร่อนผุพังของหินชนิดใดต่อไปนี้, หินปูน, หินดินดาน, หินกรวดมน, หินศิลาแลง,4, ดินลูกรังที่เกิดขึ้นมาจากการผุพังของศิลาแลง
75,ข้อใดไม่ใช่การอนุรักษ์และพัฒนาเกี่ยวกับดิน, การปลูกพืชหมุนเวียน, การทำไร่ตามเนินเขา, การปลูกพืชคลุมดิน, การเพิ่มสารอินทรีย์ในดิน,2, ทำไร่ตามเนินเขาไม่ใชว่การอนุรักษ์และพัฒนาดิน
76,หินในกลุ่มใดที่เป็นชนิดเดียวกันทั้งหมด, หินปูน หินไนส์ หินแกรนิต, หินศิลาแลง หินปูน หินบะซอลต์, หินชนวน หินทราย หินแกรนิต, หินบะซอลต์ หินออบซิเดียน หินแกรนิต,4," เป็นหินที่เกิดจากการเย็นตัวลงของลาวาและเปลือกโลก ส่วนหินปูน ศิลาแลง หินทราย
 หินดินดาน เป็นหินตะกอน ส่วนหินไนส์ หินชนวน เป็นหินแปร"
77,นากเป็นโลหะที่เกิดจากการผสมของแร่ชนิดใด, ทองเหลืองกับดีบุก, เงินกับทองแดง, ทองคำกับทองแดง,เงิน ดีบุก และทองแดง,3, นากเป็นโลหะผสมระหว่างทองคำ 40% และ 60%
78,ปรากฏการณ์ใดต่อไปนี้เกิดจากการควบแน่นของน้ำ, การเกิดหิมะ, การเกิดน้ำค้าง, การเกิดน้ำแข็ง, การเกิดลูกเห็บ,2," การเกิดน้ำค้างเป็นการเกิดปรากฏการณ์การควบแน่นของน้ำ 1,3,4 เป็นการแข็งตัวของสาร"
79,วิธีการแก้ไขน้ำเสียจากโรงงานอุตสาหกรรมด้วยวิธีการใดถือว่าเป็นวิธีที่ประหยัดที่สุด, การกลั่น, การกรอง, การต้ม, การทำให้ตกตะกอน,4, การทำให้ตกตะกอนเป็นวิธีที่ประหยัดที่สุด
